id,Class,Tags,Combined,Archetype,Base Feature,Level,Class Ability,Description,,Img
,Paladin,"[[""Paladin""],[""Iroran Paladin""]]",Paladin (Iroran Paladin),Iroran Paladin,<id-00003,1,Sense Perfection,"<p>At 1st level, at will, an Iroran paladin can detect life forces as if he were using a paladin's detect evil class ability; however, instead of sensing evil creatures, he senses creatures that have a ki pool. Each such creature has an aura like a cleric of an aligned deity, and treats its current number of ki points as its Hit Dice for the purposes of this ability. This ability replaces detect evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Tranquil Guardian""]]",Paladin (Tranquil Guardian),Tranquil Guardian,<id-00013,3,Serene Strike,"<p>At 3rd level, when a tranquil guardian confirms a critical hit, she may convert all damage from her attack to nonlethal damage, and when she does, she can activate Touch of Serenity through her weapon or unarmed strike. Using serene strike is a free action. This ability replaces aura of courage.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Dusk Knight""]]",Paladin (Dusk Knight),Dusk Knight,<id-00029,1,Shadow Smite,<p>A dusk knight gains concealment for 1 round per paladin level against the target of her smite evil ability in addition to its other effects. The dusk knight doesn't deal additional damage with her smite evil ability.</p>,,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Dusk Knight""]]",Paladin (Dusk Knight),Dusk Knight,<id-00023,5,Shadow's Embrace,"<p>At 5th level, a dusk knight learns to fight effectively in areas of darkness. She gains Blind- Fight as a bonus feat and darkvision with a range of 60 feet. If she already has darkvision, the range increases by 30 feet instead. At 10th level, a dusk knight gains Improved Blind- Fight as a bonus feat. At 15th level, a dusk knight gains the see in darkness ability.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Divine Defender""]]",Paladin (Divine Defender),Divine Defender,<id-00015,3,Shared Defense,"<p>At 3rd level, a divine defender can spend one use of her lay on hands ability as a standard action to grant all adjacent allies (including paladins) a bonus. At 3rd level, adjacent allies receive a +1 sacred bonus to their AC and CMD and on their saving throws. These bonuses last for a number of rounds equal to the divine defender's Charisma modifier. At 9th level and 15th level, this bonus increases by +1. At 6th level, these bonuses are granted to all allies within 10 feet, and allies that are at fewer than 0 hit points within this area are automatically stabilized. At 12th level, these bonuses are granted to all allies within 15 feet, and allies within this area are immune to bleed damage. At 18th level, these bonuses are granted to all allies within 20 feet, and allies within this area gain a 25% chance to negate any sneak attack or critical hit scored against them. This ability does not stack with the chance provided from the light, medium, or heavy fortification armor special abilities. These bonuses are cumulative with each other. Allies only benefit from these bonuses while in the listed area. This ability replaces mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Divine Hunter""]]",Paladin (Divine Hunter),Divine Hunter,<id-00013,3,Shared Precision,"<p>At 3rd level, when a divine hunter hits a creature with a ranged attack, she grants her allies within 10 feet of her the benefit of the Precise Shot feat against that target until the start of her next turn. Her allies must remain within 10 feet of her, and must be able both to see and hear the divine hunter to gain this benefit. This ability replaces aura of courage.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Warrior of the Holy Light""]]",Paladin (Warrior of the Holy Light),Warrior of the Holy Light,<id-00026,14,Shining Light,"<p>At 14th level, a warrior of the holy light can unleash a 30-foot burst of pure, white light as a standard action. Evil creatures within this burst take 1d6 points of damage for every two paladin levels and are blinded for 1 round. Evil dragons, evil outsiders, and evil undead are blinded for 1d4 rounds on a failed save. A Reflex save halves this damage and negates the blindness. The DC of this save is equal to 10 + 1/2 the warrior of the holy light's level + the warrior of the holy light's Charisma modifier. Good creatures within this burst are healed 1d6 points of damage per two paladin levels and receive a +2 sacred bonus on ability checks, attack rolls, saving throws, and skill checks for 1 round. A warrior of the holy light can use this ability once per day at 14th level plus one additional time per day at 17th and 20th levels. This ability replaces aura of faith.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Shining Knight""]]",Paladin (Shining Knight),Shining Knight,<id-00014,3,Skilled Rider,"<p>At 3rd level, a shining knight does not take any penalty to her Ride skill due to her armor check penalty. In addition, any mount she is riding gains the benefit of her divine grace class feature, adding her Charisma bonus (if any) to its saving throws. This ability replaces divine health.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Iomedaen Enforcer""]]",Paladin (Iomedaen Enforcer),Iomedaen Enforcer,<id-00004,1,Smite Chaos,"<p>This ability functions as the paladin's smite evil ability, but against chaotic-aligned creatures. Smite chaos is twice as effective against chaotic-aligned aberrations, outsiders with the chaotic subtype, and fey.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath against Chaos""]]",Paladin (Oath against Chaos),Oath against Chaos,<id-00004,1,Smite Chaos,"<p>This ability works like the standard paladin ability to smite evil, except the paladin gains bonuses against targets with chaotic alignments instead of evil. The paladin deals additional damage against outsiders with the chaotic subtype, chaotic-aligned dragons, and aberrations, instead of against evil outsiders, evil dragons, and undead. This ability replaces smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Forgefather's Seeker""]]",Paladin (Forgefather's Seeker),Forgefather's Seeker,<id-00029,1,Smite Construct,"<p>This ability functions as the paladin's smite evil ability, but it functions only against constructs. Smiting a construct automatically bypasses any DR or hardness a construct might have. A Forgefather's seeker can still smite evil, but she adds only half her Charisma bonus on attack rolls, adds only half of her level on damage rolls, and doesn't increase her bonus damage against outsiders with the evil subtype, evil-aligned dragons, or undead. This otherwise functions as smite evil for the purposes of feats, prerequisites, and other effects.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Kraken Slayer""]]",Paladin (Kraken Slayer),Kraken Slayer,<id-00029,1,Smite Deepest Evil,"<p>This functions as the smite evil ability, but the kraken slayer does not get a bonus of 2 points of damage per level on the first successful attack against any creatures other than evil creatures with the aquatic or water subtype. She gains a bonus of 2 points of damage per level on all smite attacks made against evil creatures with the aquatic or water subtype.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Hunting Paladin""]]",Paladin (Hunting Paladin),Hunting Paladin,<id-00004,4,Smite Evil,"<p>A hunting paladin gains this ability at 4th level, and it functions at her paladin level - 3. She can expend a daily use of smite evil to gain an additional daily use of hunt evil. She can use smite evil and hunt evil against the same target.</p><p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Wilderness Warden""]]",Paladin (Wilderness Warden),Wilderness Warden,<id-00004,4,Smite Evil,"<p>A wilderness warden gains this ability at 4th level, and it functions at her paladin level - 3. She can expend a daily use of smite evil to gain an additional daily use of natural defense. She deals additional damage on her first successful attack when the target of her smite evil is an evil fey, humanoid (giant), magical beast, or monstrous humanoid, rather than an evil dragon, outsider (evil), or undead.</p><p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Chosen One""]]",Paladin (Chosen One),Chosen One,<id-00004,2,Smite Evil,"<p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Gray Paladin""]]",Paladin (Gray Paladin),Gray Paladin,<id-00004,2,Smite Evil,"<p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Hospitaler""]]",Paladin (Hospitaler),Hospitaler,<id-00004,1,Smite Evil,"<p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>This functions as the paladin ability, but the hospitaler can smite evil one additional time per day at 7th level, and every six levels thereafter (instead of 4th level and every three levels thereafter).</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Undead Scourge""]]",Paladin (Undead Scourge),Undead Scourge,<id-00004,1,Smite Evil,"<p>This functions as the paladin ability of the same name, but the undead scourge does not deal 2 points of damage per level on the first successful attack against evil dragons and evil outsiders. She does deal 2 points of damage per level on all smite attacks made against evil undead creatures.</p><p>Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.</p><p>In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.</p><p>The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of the Skyseeker""]]",Paladin (Oath of the Skyseeker),Oath of the Skyseeker,<id-00029,1,Smite Evil Hordes,"<p>When the paladin or an ally defeats the target of the paladin's smite evil ability, the paladin can change the target of her smite to a different target within 30 feet of the previously defeated target without using an action. The new target must be of the same creature type and subtype as the previous target. If no applicable target is within 30 feet, then the smite evil effect ends. The paladin's smite does not deal more damage to evil outsiders, dragons, or undead than to other evil creatures.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Gray Paladin""]]",Paladin (Gray Paladin),Gray Paladin,<id-00021,4,Smite Foe,"<p>At 4th level, a gray paladin can spend two uses of smite evil in order to smite a nongood creature that is not evil and gain her full benefits. The gray paladin must truly believe that the creature she smites is an opponent to the cause of good. Even if this nonevil foe is an outsider, undead, or dragon, she doesn't add increased damage to her first attack.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Banishing Warden""]]",Paladin (Banishing Warden),Banishing Warden,<id-00025,11,Smiting Aura,"<p>At 11th level, when an ally of the banishing warden is affected by her aura of justice, that ally can use banishing smite. This counts toward the banishing warden's number of uses per day and cannot be activated if the banishing warden has no uses of banishing smite remaining.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00012,2,Solo Tactics,"<p>At 2nd level, a vindictive bastard gains solo tactics, as per the inquisitor class feature. She can activate this ability as a swift action and gains the benefits of it for 1 round. She can use this ability a number of rounds per day equal to half her paladin level + her Charisma modifier.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Ghost Hunter""]]",Paladin (Ghost Hunter),Ghost Hunter,<id-00017,9,Speak to the Restless,"<p>At 9th level, a ghost hunter can commune with the spirits of the restless dead once per day. By holding a seance for 10 minutes, she can ask questions of a destroyed undead or a neutralized or destroyed haunt. To use this ability on a corporeal undead, the ghost hunter must have the creature's head in her possession. For a haunt or incorporeal undead, this seance must be held in the haunt's location or where the incorporeal undead was destroyed. Treat this ability as speak with hauntACG or as speak with dead (but affecting only undead rather than only corpses), using the ghost hunter's class level as the caster level. This ability replaces the 9th-level mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Temple Champion""]]",Paladin (Temple Champion),Temple Champion,<id-00022,4,Spells,"<p>A temple champion does not gain access to paladin spells, and does not have a paladin caster level or spell list. This is not considered a spellcasting class.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Sacred Servant""]]",Paladin (Sacred Servant),Sacred Servant,<id-00022,4,Spells,"<p>At 4th level, when a sacred servant gains the ability to cast spells, she also chooses one domain associated with her deity. Her effective cleric level for this domain is equal to her paladin level -3. In addition, she also gains one domain spell slot for each level of paladin spells she can cast. Every day she must prepare the domain spell from her chosen domain in that spell slot.</p><p>Beginning at 4th level, a paladin gains the ability to cast a small number of divine spells which are drawn from the paladin spell list presented in Spell Lists. A paladin must choose and prepare her spells in advance.</p><p>To prepare or cast a spell, a paladin must have a Charisma score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a paladin's spell is 10 + the spell level + the paladin's Charisma modifier.</p><p>Like other spellcasters, a paladin can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table: Paladin. In addition, she receives bonus spells per day if she has a high Charisma score (see Table: Ability Modifiers and Bonus Spells). When Table: Paladin indicates that the paladin gets 0 spells per day of a given spell level, she gains only the bonus spells she would be entitled to based on her Charisma score for that spell level.</p><p>A paladin must spend 1 hour each day in quiet prayer and meditation to regain her daily allotment of spells. A paladin may prepare and cast any spell on the paladin spell list, provided that she can cast spells of that level, but she must choose which spells to prepare during her daily meditation.</p><p>Through 3rd level, a paladin has no caster level. At 4th level and higher, her caster level is equal to her paladin level - 3.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Mind Sword""]]",Paladin (Mind Sword),Mind Sword,<id-00022,4,Spells,"<p>Beginning at 4th level, a paladin gains the ability to cast a small number of divine spells which are drawn from the paladin spell list presented in Spell Lists. A paladin must choose and prepare her spells in advance.</p><p>To prepare or cast a spell, a paladin must have a Charisma score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a paladin's spell is 10 + the spell level + the paladin's Charisma modifier.</p><p>Like other spellcasters, a paladin can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table: Paladin. In addition, she receives bonus spells per day if she has a high Charisma score (see Table: Ability Modifiers and Bonus Spells). When Table: Paladin indicates that the paladin gets 0 spells per day of a given spell level, she gains only the bonus spells she would be entitled to based on her Charisma score for that spell level.</p><p>A paladin must spend 1 hour each day in quiet prayer and meditation to regain her daily allotment of spells. A paladin may prepare and cast any spell on the paladin spell list, provided that she can cast spells of that level, but she must choose which spells to prepare during her daily meditation.</p><p>Through 3rd level, a paladin has no caster level. At 4th level and higher, her caster level is equal to her paladin level - 3.</p><p>A mind sword adds the following psychic spells to her paladin spell list at the listed spell levels: 1st-detect psychic significanceOA, mage hand, telekinetic projectileOA, thought shield IOA; 2nd-apport objectOA, enshroud thoughtsOA, mental barrier IOA, thought shield IIOA; 3rd-intellect fortress IOA, mental barrier IIOA, telekinetic maneuverOA, thought shield IIIOA; 4th-intellect fortress IIOA, telekinesis, thought shield IVOA, thoughtsenseOA, tower of iron will IOA. The mind sword can prepare and cast these psychic spells as divine paladin spells. However, the mind sword cannot use these spells for item creation, including making potions or scrolls of these spells. This ability replaces channel positive energy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Wilderness Warden""]]",Paladin (Wilderness Warden),Wilderness Warden,<id-00022,4,Spells,"<p>For each level of spell she can cast, a wilderness warden can prepare and cast one spell per day from the druid spell list rather than the paladin spell list.</p><p>Beginning at 4th level, a paladin gains the ability to cast a small number of divine spells which are drawn from the paladin spell list presented in Spell Lists. A paladin must choose and prepare her spells in advance.</p><p>To prepare or cast a spell, a paladin must have a Charisma score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a paladin's spell is 10 + the spell level + the paladin's Charisma modifier.</p><p>Like other spellcasters, a paladin can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table: Paladin. In addition, she receives bonus spells per day if she has a high Charisma score (see Table: Ability Modifiers and Bonus Spells). When Table: Paladin indicates that the paladin gets 0 spells per day of a given spell level, she gains only the bonus spells she would be entitled to based on her Charisma score for that spell level.</p><p>A paladin must spend 1 hour each day in quiet prayer and meditation to regain her daily allotment of spells. A paladin may prepare and cast any spell on the paladin spell list, provided that she can cast spells of that level, but she must choose which spells to prepare during her daily meditation.</p><p>Through 3rd level, a paladin has no caster level. At 4th level and higher, her caster level is equal to her paladin level - 3.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00014,3,Spiteful Tenacity,"<p>At 3rd level, whenever a vindictive bastard has a vindictive smite in effect, she gains the benefits of the Diehard feat.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Faithful Wanderer""]]",Paladin (Faithful Wanderer),Faithful Wanderer,<id-00004,1,Stalk Evil,"<p>A faithful wanderer isn't interested in going out in a blaze of glory after exhausting a limited ability to smite evil. Instead, she has developed techniques to evade, stalk, and punish evil whenever necessary. She gains a +2 bonus on Knowledge, Perception, Sense Motive, Stealth, and Survival checks against evil outsiders, as well as a +2 bonus on weapon attack and damage rolls against them. These bonuses don't stack with favored enemy bonuses. At 5th level and every 5 levels thereafter, these bonuses increase by 2 (to a maximum of +10 at 20th level). At 7th level, the faithful wanderer also gains these bonuses against undead, and at 13th level, she also gains these bonuses against evil dragons.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00026,14,Stalwart,"<p>At 14th level, a vindictive bastard gains stalwart, as per the inquisitor class feature, except she can also benefit from this ability while wearing heavy armor.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of the Skyseeker""]]",Paladin (Oath of the Skyseeker),Oath of the Skyseeker,<id-00026,14,Stalwart,"<p>At 14th level, the paladin's quest has strengthened her body and mind. If she succeeds at a Fortitude or Will saving throw against an effect that has a reduced effect on a successful save, she instead avoids the effect entirely. A helpless paladin does not gain the benefit of the stalwart ability.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Martyr""]]",Paladin (Martyr),Martyr,<id-00004,1,Stigmata,"<p>As a standard action, the martyr can chant hymns of faith and cause bleeding stigmata to visibly appear on his body; at 7th level, he can manifest stigmata as a move action, and at 13th level, he can do so as a swift action. He can use this ability a number of rounds per day equal to 4 + his Charisma modifier at 1st level, plus 1 additional round per day for each level beyond 1st. While his stigmata are active, he takes 1 point of bleed damage, which automatically ceases when he ends this ability but otherwise does not relent, even in the face of magical healing or Heal checks. His stigmata assist his allies, duplicating the effect of the countersong, distraction, or inspire courage bardic performance of a bard of his paladin level, though both countersong and distraction use Heal skill checks instead of Perform skill checks. At 10th level, he can choose to duplicate the effects of inspire greatness. At 16th level, he can choose to duplicate the effects of inspire heroics.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of the People's Council""]]",Paladin (Oath of the People's Council),Oath of the People's Council,<id-00004,1,Stirring Monologue,"<p>At 1st level, the paladin can deliver a stirring monologue on the ideals of justice and fairness, motivating allies and persuading others. This functions as bardic performance as per a bard of her paladin level using Perform (oratory). All the effects are language-dependent even if they would not normally be. The paladin gains the following performances at the indicated levels: inspire courage (1st), fascinate (4th), inspire competence (5th), suggestion (7th), dirge of dread (10th), inspire greatness (13th), frightening tune (16th), and mass suggestion (19th).</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00028,20,Stone Body,"<p>At 20th level, a stonelord's body transforms into living stone. She no longer needs to eat, drink, breathe, or sleep, and she becomes immune to paralysis, poison, and stunning. She is also no longer subject to critical hits or precision-based damage. This ability replaces holy champion.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00023,5,Stone Servant,"<p>At 5th level, a stonelord may call a Small earth elemental to her side, as a paladin calls her mount. This earth elemental is Lawful Good in alignment and possesses the celestial template, and it increases in size as the stonelord gains levels, becoming Medium at 8th level, Large at 11th level, Huge at 14th level, Greater at 17th level, and Elder at 20th level. This ability replaces divine bond.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00025,11,Stonebane,"<p>At 11th level, when using stonestrike, a stonelord's attack gains the bane weapon special ability against creatures with the earth subtype and constructs or objects made of earth or stone. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00015,3,Stoneblood,"<p>At 3rd level, a stonelord's vitals begin to calcify and her blood transforms into liquid stone. She adds her paladin level on checks to stabilize at negative hit points and gains a 25% chance to ignore a critical hit or precision damage. This does not stack with fortification armor or similar effects. At 9th level, this chance increases to 50% and she becomes immune to petrification. At 15th level, this chance increases to 75% and she becomes immune to bleed and blood drain effects. This ability replaces divine health and her mercies gained at 3rd, 9th, and 15th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00004,1,Stonestrike,"<p>Once per day per paladin level, a stonelord can draw upon the power of the living rock. As a swift action, she treats her melee attacks until the beginning of her next turn (whether armed or unarmed) as magical and adamantine, including ignoring hardness up to twice her paladin level, with a +1 bonus on attack and damage rolls, as well as on combat maneuver checks. This bonus also applies to her CMD if she or her target is touching the ground or a stone structure. This bonus increases by +1 at 5th level and every 5 levels thereafter. This ability replaces smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath against Undeath""]]",Paladin (Oath against Undeath),Oath against Undeath,<id-00025,11,Superior Channeler,"<p>At 11th level, a paladin can channel positive energy to harm undead by expending a single usage of her lay on hands ability instead of two. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Combat Healer Squire""]]",Paladin (Combat Healer Squire),Combat Healer Squire,<id-00014,3,Swift Healer,"<p>At 3rd level, a combat healer squire becomes even more adept when treating wounds, and can use the Heal skill to perform first aid or treat poison as a swift action. This ability replaces divine health.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00025,11,Swift Justice,"<p>At 11th level, a vindictive bastard can activate her gang up ability as a swift action.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Champion of the Cascade""]]",Paladin (Champion of the Cascade),Champion of the Cascade,<id-00014,3,Swiftsurge,"<p>At 3rd level, a champion of the cascade does not take any penalty on Acrobatics or Swim checks due to her armor check penalty.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Holy Tactician""]]",Paladin (Holy Tactician),Holy Tactician,<id-00014,3,Tactical Acumen,"<p>At 3rd level, a holy tactician gains a teamwork feat as a bonus feat. She must meet the prerequisites for this feat. She gains an additional bonus feat for every four levels attained after 3rd, to a maximum of five bonus feats at 19th level. This ability replaces divine health and divine bond.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Scion of Talmandor""]]",Paladin (Scion of Talmandor),Scion of Talmandor,<id-00025,11,Talmandor's Gift,"<p>At 11th level, a scion of Talmandor can summon an avoral agathion (Pathfinder RPG Bestiary 2 16) as if via summon monster VII (caster level equals the scion's character level).</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00015,3,Teamwork Feat,"<p>At 3rd level and every 6 levels thereafter, the vindictive bastard gains a bonus feat in addition to those gained from normal advancement. These bonus feats must be selected from those listed as teamwork feats. The vindictive bastard must meet the prerequisites of the selected bonus feat.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
