<<<<<<< HEAD
Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00026,1,Etheric Channel,"<p>An usher of lost souls can focus ethereal energies to channel waves of disruption. The spiritualist can channel positive energy a number of times per day equal to 3 + her Charisma modifier (minimum 1). She channels energy like a cleric of her spiritualist level, except the channeled energy can be used only to harm undead or haunts. This otherwise functions as channel energy for the purposes of feats and abilities. The spiritualist does not require a holy symbol to use this ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00009,4,Etheric Focus,"<p>At 4th level, the phantom blade can use her phantom weapon to aid her in casting spells with thought components. She can center herself (Pathfinder RPG Occult Adventures 144) as a swift action. At 12th level, the spiritualist can center herself as a free action.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00007,2,Excitation,"<p>At 2nd level, when an exciter is in a rapture, each round he can choose to intensify his emotional fury, expending 2 rounds of rapture instead of 1. When he uses excitation, he chooses one of the two abilities that his emotional focus would normally grant to a manifested phantom, such as strength focus and powerful strike for an anger phantom, or power from despair and miserable strike for a despair phantom. He gains these abilities until the beginning of his next turn. If the ability normally augments only a phantom's slam attacks, it instead applies to the ectoplasmic tendrils that the spiritualist can sprout using his ectoplasmic bonded manifestation.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Quintessentialist""]]",Spiritualist (Quintessentialist),Quintessentialist,<id-00027,1,Exemplar,"<p>Instead of bonding to the phantom of a dead soul, a quintessentialist forges her best qualities into a spiritual aspect called an exemplar, which resides in her subconscious mind at all times rather than on the Ethereal Plane. An exemplar uses the quintessentialist's ability scores when fully manifested rather than those of a standard phantom, but otherwise advances as a phantom. The exemplar can cast any of the spiritualist's spells while fully manifested, sharing the same spells known and spell slots, and does not suffer from the quintessentialist's unfocused spellcasting ability.</p><p>A quintessentialist can fully manifest her exemplar as a full-round action rather than a 1-minute ritual, and she can dismiss it back into her mind as a standard action. When fully manifested, a quintessentialist can transfer any equipment she is currently wearing or carrying to her exemplar, allowing it to manifest with weapons, armor, and other equipment, but doing so removes these possessions from the quintessentialist. She can likewise grant her exemplar any feats she knows, losing access to those feats herself while the exemplar remains fully manifested. Projecting an exemplar is draining, however. A quintessentialist cannot cast any spells herself and she takes a -2 penalty to all ability scores while her exemplar is fully manifested. Every round the exemplar remains fully manifested, the quintessentialist takes 1d6 points of damage; this damage cannot be reduced or prevented in any way.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00006,1,Fast Movement,"<p>An exciter's land speed is faster than normal for his race by 10 feet. This benefit applies only when he is wearing light armor, medium armor, or no armor and is not carrying a heavy load. This doesn't stack with the barbarian ability of the same name.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00020,10,Fused Well-Being,"<p>At 10th level, a plague eater always gains the benefits of bonded senses when her phantom is manifested. She also gains the skill ranks and bonus to resist disease granted by the spirit's emotional focus, even when her phantom is manifested.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Geist Channeler""]]",Spiritualist (Geist Channeler),Geist Channeler,<id-00028,1,Geistform Phantom,"<p>A geist channeler's phantom can't manifest in ectoplasmic form, and is limited to manifesting in incorporeal form. As a result, the phantom has no Strength score, and has a starting Wisdom score of 12. Instead of gaining two slam attacks, it gains only a single slam attack that deals 1d8 points of damage. The slam attack's damage increases to 1d10 points at 5th level, to 2d6 at 10th level, to 2d8 at 15th level, and 2d10 at 20th level (assuming the phantom is Medium). The phantom does not gain the magic attacks ability at 4th level.</p><p>While manifested incorporeally, a geist channeler's phantom can attack only other incorporeal creatures. Because the phantom is incorporeal, the damage it deals to such creatures is not reduced as a result of them being incorporeal. At 5th level, the phantom can take a swift action to infuse itself with trace amounts of ectoplasm so it can attack corporeal creatures for 1 round. During that time, it deals half damage to corporeal creatures with its slam, and corporeal creatures with nonmagical weapons deal half damage to the phantom. At 10th level, when the phantom infuses itself, its attacks deal normal damage to corporeal creatures.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00021,12,Greater Rapture,"<p>At 12th level, an exciter increases the morale bonus his rapture grants to each applicable ability score by 2 and the morale bonus he gains on Will saves by 1. In addition, upon entering a rapture, he can apply the effects of a single spiritualist spell he knows with an emotion component to himself. The spell must have a range of touch or personal, and it must be a 1st- or 2nd-level spell. For every 3 spiritualist levels he has beyond 12th, the maximum spell level of this spell increases by 1. If he uses this ability to apply the effects of a spell again before the duration of the previous spell expires, the previous spell ends immediately.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00028,12,Greater Spiritual Inoculation,"<p>At 12th level, the plague eater becomes immune to disease, including supernatural and magical diseases. In addition, whenever a manifested phantom is in ectoplasmic form, each of the plague eater's allies within the phantom's reach gains a +4 circumstance bonus on saving throws against disease.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Grim Apostle""]]",Spiritualist (Grim Apostle),Grim Apostle,<id-00026,1,Grim Phantom,"<p>The spirit linked to a grim apostle functions in all respects as a regular spiritualist's phantom, but each day when the grim apostle regains her daily spell slots, she can choose which Horseman focus (see below) is dominant within the grim phantom.</p><p>When the grim phantom is banished to the Ethereal Plane, the grim apostle takes an amount of damage equal to 1d4 x the grim phantom's number of Hit Dice.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Hag-Haunted""]]",Spiritualist (Hag-Haunted),Hag-Haunted,<id-00026,1,Hag Phantom,"<p>A hag phantom forms from the soul of a deceased hag. She always has an evil alignment, rather than matching the spiritualist's alignment, and must select one of the following emotional focuses: anger, hatred, jealousy, or zeal. The hag phantom starts with a +2 bonus to Strength and Intelligence and has her own agenda-usually contrary to the spiritualist's-though she recognizes that the spiritualist can unmanifest her, and therefore she typically hides suspicious actions from her spiritualist. When in the spiritualist's consciousness, the hag phantom can grant the hag-haunted Spell Focus (necromancy) and Skill Focus (Bluff), but she often revokes them if the spiritualist banishes her there as a punishment, and she might use them as leverage to get what she wants. When the spiritualist reaches 10th level, the hag can also grant these feats while manifested, and when the spiritualist reaches 12th level, she can also grant Greater Spell Focus (necromancy).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Hag-Haunted""]]",Spiritualist (Hag-Haunted),Hag-Haunted,<id-00021,1,Hag Spellcasting,"<p>A hag-haunted spiritualist's spells come from her connection to her hag phantom. Her spells are considered arcane rather than psychic, and they use verbal and somatic components instead of thought and emotion components. She still selects her spells known from the spiritualist class list.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Grim Apostle""]]",Spiritualist (Grim Apostle),Grim Apostle,<id-00005,1,Hardened Soul,"<p>At 1st level, while a grim phantom is confined in the grim apostle's consciousness, the grim apostle gains a +4 bonus on saving throws against death effects and effects that would remove or subsume the grim apostle's soul (such as possession or trap the soul). At 6th level and every 6 levels thereafter, this bonus increases by 2 (to a maximum of +10 at 18th level). This ability replaces shared consciousness and fused consciousness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Scourge""]]",Spiritualist (Scourge),Scourge,<id-00015,7,Inflict Pain,"<p>At 7th level, a scourge can use inflict painOA as a spell-like ability once per day, plus one additional use per day for every 4 spiritualist levels beyond 7th. If her phantom is fully manifested, it can also use this ability, though doing so takes the phantom a full-round action, and it still counts against the scourge's daily uses of this ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00005,1,Inhabit Shadow,"<p>A shade resides within a shadow caller's own shadow. When the shade is summoned, the shadow caller does not cast a shadow under any circumstances. Creatures that don't normally cast shadows (such as vampires) cannot be shadow callers. While the shade inhabits its master's shadow, the shadow caller gains a +4 circumstance bonus on Stealth checks against creatures without darkvision or the see in darkness ability; at 12th level, this bonus increases to +8. Additionally, the shadow caller gains darkvision 60 feet while her shade inhabits her shadow. If the shadow caller already has darkvision, its range increases by 30 feet.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00018,11,Involuate,"<p>At 11th level, an involutionist gains the ability to awaken the latent spiritual energy in inanimate objects. She gains the ability to cast animate objects as a spell-like ability once per day (CL = her character level). At 15th and 19th levels, she can use this ability one additional time per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00019,9,Iron Bond,"<p>When the fated guide reaches 9th level, her phantom gains a +4 bonus on saving throws against banishment, dismissal, or other similar effects. This ability replaces the see invisibility ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ward Spiritualist""]]",Spiritualist (Ward Spiritualist),Ward Spiritualist,<id-00011,1,Kami Phantom,"<p>The ward spiritualist's phantom is less powerful than most, but it has an innate connection to its ward. The ward spiritualist's phantom is a kami phantom, functioning as normal for a phantom, except that its base attack bonus is equal to three-quarters its Hit Dice (as a rogue) and its Hit Dice are d8s instead of d10s. Additionally, a kami phantom cannot manifest as incorporeal, only ectoplasmic.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00015,7,Karmic Insight,"<p>At 7th level, a seeker of enlightenment gains the ability to understand which actions will push her toward ultimate understanding. She can cast augury as a spell-like ability once per day. At 11th level and every 4 levels thereafter, she can use this ability an additional time per day (to a maximum of four times per day at 19th level).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00023,16,Knowledge of the Ancestors,"<p>At 16th level, a seeker of enlightenment learns how to tap into the knowledge of her past lives. She can cast legend lore as a spell-like ability once per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00025,20,Living Darkness,"<p>At 20th level, a shadow caller becomes a creature of absolute darkness. When using her incorporeal bonded manifestation, she is immune to cold and mind-affecting effects and gains an incorporeal touch attack that she can use as a standard action to deal 20d6 points of negative energy damage. When the shadow caller damages a creature with this ability, she gains 5d6 temporary hit points (Fortitude half; DC = 20 + her Wisdom modifier), so long as she doesn't already have any temporary hit points gained via this ability). Temporary hit points gained this way disappear after 1 hour.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00019,9,Locate Haunts,"<p>At 9th level, an usher of lost souls can locate inactive haunts. As a standard action, she can enhance her vision to detect haunts within 60 feet of her. A haunt's area glows with a bright light for an untriggered haunt or dim light for a haunt that is waiting to reset. She can use this ability for 10 minutes per day per spiritualist level. This duration doesn't need to be consecutive, but it must be spent in 10-minute increments.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00024,17,Masterful Faith,"<p>At 17th level, a priest of the fallen chooses any two cleric domains and receives their full benefits, treating her spiritualist level as her cleric level. She adds the domain spells to her spells known.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ward Spiritualist""]]",Spiritualist (Ward Spiritualist),Ward Spiritualist,<id-00008,3,Merged Manifestation,"<p>At 3rd level, the ward spiritualist learns how to merge her kami phantom with her ward implement. This functions as bonded manifestation, except that she does not choose ectoplasmic or incorporeal. Instead, she gains different benefits depending on whether she has a physical implement or is her own implement.</p><p>If she has a physical implement, when using her merged manifestation, her implement functions as a one-handed improvised weapon of appropriate size, and she does not take the usual penalties associated with wielding an improvised weapon. Additionally, it is considered to have a +1 enhancement bonus for the duration of the merged manifestation. This enhancement bonus increases by 1 at 8th level, and again at 13th level and 18th level. At 8th level, and again at 18th level, it deals damage as a weapon one size category larger. At 13th level, her implement also gains the benefits of spirit-bound blade for the duration of the merged manifestation.</p><p>If she is her own implement, when using her merged manifestation, she gains the unarmed strike class feature as a 1st level unchained monk. At 8th level, her unarmed strike damage is that of a 4th-level unchained monk, and she gains flurry of blows as a 1st-level unchained monk. At 13th level, her unarmed damage is that of an 8th-level unchained monk, and her unarmed strikes gain the benefits of spirit-bound blade for the duration of the merged manifestation. At 18th level, her unarmed damage is that of a 12th level unchained monk, and she can use flurry of blows as an 11th-level unchained monk.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00026,1,Merged Phantom,"<p>An exciter internalizes his phantom and merges it completely within his mind. He cannot fully manifest his phantom outside of his own body in incorporeal or ectoplasmic form. Emotional focus abilities that affect or require a manifested phantom are lost, except for any aura gained by the phantom at 7th level; if the phantom gains an aura at 7th level, this aura functions despite the phantom not being manifested, and is centered on the exciter.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00005,1,Mythmaker,"<p>A priest of the fallen can channel many different hero-god phantoms, though only one at a time. These spirits will not suffer being confined in a mortal's consciousness and must be manifested in ectoplasmic or incorporeal form or they return to the Ethereal Plane. They each have an emotional focus depending on their personality and retain some of their hero-god powers, determined by their mythic archetype. A priest of the fallen can channel a hero-god phantom with a ritual that takes 1 minute to perform. A priest of the fallen can channel only one herogod phantom per 24 hours, but once channeled, a hero-god phantom remains until a new one is channeled.</p><p>Archmage: The phantom gains magic missile and sleep as spell-like abilities. It can use each spell-like ability a number of times per day equal to its Hit Dice, which it uses in place of a caster level. At 12th level, it can also cast fireball and hold person each once per day.</p><p>Champion: The phantom gains Weapon Focus (slam) as a bonus feat. At 12th level, it gains Greater Weapon Focus (slam) and Weapon Specialization (slam) as bonus feats.</p><p>Guardian: The phantom gains a +2 natural armor bonus when it manifests in its ectoplasmic form, and a +2 deflection bonus to AC when it manifests in its incorporeal form. At 12th level, the phantom increases its maximum hit points by twice its number of Hit Dice.</p><p>Hierophant: The phantom gains bane and bless as spell-like abilities. It can use each spell-like ability a number of times per day equal to its Hit Dice, which it uses in place of a caster level. At 12th level, it can also cast prayer and searing light each once per day.</p><p>Marshal: The phantom can fill its allies with its triumphant spirit as a standard action, granting them a +1 morale bonus on saving throws against charm and fear effects and a +1 competence bonus on attack and weapon damage rolls for a number of rounds per day equal to 2 + its Charisma modifier. These rounds need not be consecutive. At 12th level, if the phantom is hit by an attack of opportunity, it can use an immediate action to allow an ally to make an attack of opportunity against the creature that attacked the phantom if it's within the ally's melee reach.</p><p>Trickster: The phantom gains the sneak attack rogue class feature as a rogue of a level equal to the phantom's Hit Dice. It can use the sneak attack ability a number of times per day equal to its Dexterity modifier (minimum 1). At 12th level, whenever the phantom is in darkness or dim light, it can move at full speed without taking a penalty on Stealth checks.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00021,12,Necropsychic Conduit,"<p>At 12th level, a necrologist can cast psychic spells as if she had the Thanatopic SpellUM and Threnodic SpellUM metamagic feats, using her undead phantom as a conduit to pierce the defenses of undead creatures. If her phantom has been banished or is not within 30 feet of her when she casts the spells, however, these feats have no effect.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00004,1,Nosoi Scribe,"<p>At 1st level, a soul warden gains a fledgling nosoi familiar. Treat this as a raven familiar until the soul warden reaches 4th level, at which point it is treated as a nosoi (as though the soul warden had taken the Improved Familiar feat). The familiar uses the soul warden's spiritualist level as its Hit Dice for the purpose of determining the effects and duration of its haunting melody ability and all other effects related to its HD. At 10th level, the nosoi scribe gains the ability to use its touch the spirit world ability three times per day, instead of once per day. At 12th level, it also gains the Repose domain's ward against death ability.</p><p>This replaces phantom, etheric tether, shared consciousness, spiritual interference, fused consciousness, and greater spiritual interference.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00020,10,Overwhelming Excitment,"<p>At 10th level, an exciter can share the effects of his rapture with willing allies within 10 feet. He must expend 2 additional rounds of his rapture each round for each ally sharing its effects. The exciter's allies share all effects of the rapture except the rage powers; each ally must end its turn within 10 feet of the exciter, or the effects of the rapture end for that ally and it becomes fatigued. Whenever he is not sharing the effects of his rapture with an ally, the exciter now retains the benefits of his phantom in his consciousness even during rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00009,4,Perfect Passion,"<p>At 4th level, an exciter can cast psychic spells with an emotion component (Pathfinder RPG Occult Adventures 144) even while in his rapture. He can cast these spells defensively and attempt concentration checks for these spells without impairment, despite being in a rapture. He also can attempt Charisma- and Intelligence-based skill checks related to psychic spells with an emotion component while in his rapture. He cannot cast arcane or divine spells or psychic spells that have a thought component while in a rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00004,1,Phantom,"<p>A phantom who bonds with a fated guide must have the remorse emotional focus (see page 19).</p><p><b><i>Divine Purpose: </i></b>A fated guide's phantom gains Deific ObedienceISG as a bonus feat, though the spiritualist must obey her god's obedience to gain any benefit. This replaces the phantom's antagonistic ability.</p><p>A spiritualist begins play with the aid of a powerful and versatile spirit entity called a phantom. The phantom forms a link with the spiritualist, who forever after can either harbor the creature within her consciousness or manifest it as an ectoplasmic or incorporeal entity. A phantom has the same alignment as the spiritualist, and it can speak all the languages its master can. A spiritualist can harbor her phantom in her consciousness (see the shared consciousness class feature on page 73), manifest it partially (see the bonded manifestation class feature on page 74), or fully manifest it. A fully manifested phantom is treated as a summoned creature from the Ethereal Plane, except it is not sent back to the Ethereal Plane until it is reduced to a negative amount of hit points equal to or greater than its Constitution score.</p><p>A spiritualist can fully manifest her phantom through a ritual that takes 1 minute to perform. When the phantom is fully manifested, the spiritualist can change the form of the phantom's manifestation (either from ectoplasmic to incorporeal or vice versa) as a full-round action that provokes attacks of opportunity. When the phantom manifests, its hit points are unchanged from the last time it manifested, unless the phantom was slain and returned to the Ethereal Plane; in this case, the phantom manifests with half its maximum number of hit points. The phantom does not heal naturally, and can be healed only with magic or by being tended to with the Heal skill while fully manifested in ectoplasmic form. The phantom stays fully manifested until it is either returned to the spiritualist's consciousness (a standard action) or banished to the Ethereal Plane. If the phantom is banished to the Ethereal Plane, it can't return to the spiritualist's consciousness or manifest again for 24 hours.</p><p>While fully manifested, a phantom can't be returned to the Ethereal Plane by means of dispel magic, but spells such as dismissal and banishment work normally. Whenever the spiritualist is unconscious or asleep, the phantom immediately returns to the spiritualist's consciousness. If the spiritualist dies, the phantom is returned to the Ethereal Plane, and can't return to the spiritualist's consciousness until 24 hours after the spiritualist is brought back to life. A phantom can't be dismissed or banished (by a spell or any other similar effect) while it resides in the spiritualist's consciousness, as the phantom is protected from such effects by the power of the spiritualist's psyche.</p><p>Fully manifested phantoms can wear armor and use items (though not wield weapons) appropriate to their forms. Any items worn, carried, or held by a phantom are dropped when the phantom returns to the spiritualist's consciousness, and must be retrieved and donned anew if the phantom wishes to use them when it fully manifests in the future.</p><p>Phantoms are self-involved, even jealous, creatures that do not play well with other summoned companions. A phantom refuses to manifest (either fully or as part of a bonded manifestation; see Bonded Manifestation on page 74) in the presence of an eidolon or shadow summoned by the phantom's master. Furthermore, if a phantom is manifested when such a creature is summoned, it immediately retreats into its spiritualist's consciousness, and will not manifest again until the eidolon or shadow is dismissed.</p><p>A fully manifested phantom's abilities, feats, Hit Dice, saving throws, and skills are tied to the spiritualist's class level and increase as the spiritualist gains levels. See the Phantoms section starting on page 78 for more information.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00004,1,Phantom Animal,"<p>A totem spiritualist calls upon spirits of nature known as phantom animals to assist her in her journeys. A phantom animal functions like an animal companion except as noted in the descriptions below.</p><p>A totem spiritualist begins play with a phantom animal. The phantom animal uses the statistics of an animal companion and follows the standard animal companion progression in regard to Hit Dice, base attack bonus, saving throws, skills, feats, natural armor bonus, Strength and Dexterity bonuses, and bonus tricks, but not its special abilities. A phantom animal instead gains the special abilities of a standard phantom listed in the table on page 77 of Occult Adventures. A phantom animal is capable of becoming harbored in the spiritualist's consciousness or becoming fully or partially manifested. A phantom animal is otherwise considered a phantom for the purposes of all feats and abilities.</p><p>At 7th level and every 5 spiritualist levels thereafter, the totem spiritualist can choose to gain an additional phantom animal. This additional phantom animal uses the appropriate statistics for a phantom animal of its level. A totem spiritualist can have only one active phantom animal at a time. Dismissing an active phantom animal to call another requires a ritual that takes 1 minute to perform.</p><p>Instead of gaining an additional phantom animal, the totem spiritualist can choose to empower a phantom animal with which she is already bonded. The first time the phantom animal is empowered, it gains two bonus tricks. The second time it is empowered, the phantom animal gains the hunter's animal focus class ability (Pathfinder RPG Advanced Class Guide 27), treating the totem spiritualist's spiritualist level as her effective hunter level. The third time it is empowered, the damage dice of the phantom animal's natural attacks increase by one step.</p><p>A totem spiritualist can release a phantom animal from her service much like a druid releases an animal companion. If a totem spiritualist releases a phantom animal from service, she can gain a new one by performing a ritual requiring 24 uninterrupted hours of meditation in an environment where the animal that the phantom resembles typically lives.</p><p>A totem spiritualist treats any druid levels she has as effective spiritualist levels to determine the abilities of her phantom animals, but does not treat her spiritualist levels as effective druid levels to determine the abilities of animal companions.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00011,6,Phantom Call,"<p>At 6th level, once per day, a priest of the fallen can summon a fully manifested hero-god phantom from the Ethereal Plane as a standard action. If she already has a hero-god phantom manifested, that phantom vanishes back to the Ethereal Plane.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00026,8,Phantom Elegy,"<p>At 8th level, a soul warden's nosoi scribe learns to sing elegies that build on the soul warden's conduit to her former phantom. This allows it to create an effect identical to the 7th-level aura ability of an anger, dedication, despair, fear, hatred, jealousy, or zeal phantom, except that the phantom elegy is also a sonic effect and continues only as long as the nosoi scribe sings. Each round of phantom elegy uses 1 round of the nosoi scribe's haunting melody. At 17th level, the nosoi scribe can blend any two of the phantom aura abilities into a single phantom elegy, although it uses 3 rounds of its haunting melody for each round it does so.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00004,1,Phantom Weapon,"<p>A phantom blade begins play with an ectoplasmic sentient weapon known as a phantom weapon whose weapon type is chosen by the phantom blade. The weapon type must be one with which the phantom blade is proficient. A phantom weapon functions similarly to the black blade of the bladebound magus archetype (Pathfinder RPG Ultimate Magic 47) except as noted on the Phantom Weapon Progression table on page 6 and in the descriptions below. A phantom blade with this class feature can't have a phantom of any kind, even from another class.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00019,9,Pinpoint Influence,"<p>At 9th level, a seeker of enlightenment gains the ability to track objects that are important to her goal of enlightenment. She can cast locate object as a spell-like ability once per day, with a duration of 10 minutes.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00026,1,Plague Ward,"<p>A plague eater does not bond with a single spirit, but rather a group of spirits gathered around her psychic presence. The spiritualist can meditate on an emotional focus during her 8-hour rest and bond with a spirit from her community with a matching focus. A spirit associated with the chosen emotion links with the spiritualist and acts as her phantom until the plague eater changes her emotional focus with another 8-hour rest. The changing roster of spirits dilutes the bond between the plague eater and her community, and the manifesting phantom has a level 1 lower than the spiritualist's level (minimum level 1).</p><p>While a phantom is confined in a plague eater's consciousness (but not while it's fully manifested or banished to the Ethereal Plane), it grants a +4 bonus on saving throws against disease. At 12th level, this bonus increases to +8. In addition, the phantom grants the plague eater the Skill Focus feat in one of the skills determined by the phantom's emotional focus. This skill is chosen by the plague eater the first time she confines the phantom tied to that particular emotional focus. Once this choice is made for a given emotional focus, it cannot be changed.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00005,1,Psychopomp's Bond,"<p>A soul warden's bond with her nosoi scribe is stronger than usual for a master and familiar. At 2nd level, she can use bonded senses with her nosoi scribe, and at 6th level, she can use phantom recall to recall her nosoi scribe to her side.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00027,1,Rapture,"<p>An exciter gains the ability to enter an ecstatic state in which he's consumed and overwhelmed by his passions and driven into a fighting fury. This functions similarly to a bloodrager's bloodrage (Pathfinder RPG Advanced Class Guide 15), treating his spiritualist level as his bloodrager level, though he doesn't qualify for feats or other elements that require rage or bloodrage. When entering a rapture, the exciter loses all other benefits from having his phantom confined in his consciousness (such as the Skill Focus feats and bonus against mind-affecting effects), but he can choose to exchange the normal +4 morale bonus to his Strength and Constitution scores normally gained from bloodrage for a +4 morale bonus to his Dexterity and Charisma scores or a +2 morale bonus to his Strength, Dexterity, Constitution, and Charisma scores. In addition to the fatigue for ending a bloodrage, an exciter can't enter a rapture again for 1 minute after ending his last rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00012,10,Rapturous Rage,"<p>At 10th level and every 4 spiritualist levels thereafter, an exciter can select one rage power for which he qualifies, treating his spiritualist level as his barbarian level for all purposes relating to that particular rage power (he still doesn't qualify for the Extra Rage Power feat or any similar abilities).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00019,9,Remove Disease,"<p>At 9th level, a plague eater gains the ability to purge disease from herself and others. She gains the ability to cast remove disease as a spell-like ability three times per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00010,5,Remove Sickness,"<p>At 5th level, a plague eater's understanding of disease grows to the point where she can cast remove sickness at will as a spell-like ability with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
